Título,Autores,Fecha,URL,Fuente
,"Lisa R. Ellrodt;
Ion C. Freeman;
Ashley J. Haigler;
Suzanna E. Schmeelk",2018,,IEEE Xplore
,"Ryoga Maruyama;
Mizue Kayama;
Takashi Nagai;
Koki Otaku;
Naomi Taguchi",2022,,IEEE Xplore
,"Thanassis Drivas;
Spyridon Doukakis",2022,,IEEE Xplore
,"Bjarke Kristian Maigaard Kjaer Pedersen;
Jorgen Christian Larsen;
Jacob Nielsen",2021,,IEEE Xplore
,"Tilman Michaeli;
Ralf Romeike",2021,,IEEE Xplore
,"Vanessa Aybar Rosales;
Claudia Queiruga;
Claudia Banchoff Tzancoff;
Isabel Miyuki Kimura;
Matías Brown Bartneche",2017,,IEEE Xplore
,"Ronny Cabrera;
Andrea Carrión;
Mónica Huerta",2024,,IEEE Xplore
,"Carl K. Chang;
Hen-I Yang;
Igors Svecs;
Johnny Wong",2010,,IEEE Xplore
,Rodolfo A. Fiorini,2018,,IEEE Xplore
,"Gladys Noemí Dapozo;
Cristina Liliam Greiner;
Raquel Herminia Petris;
Yanina Medina;
Ana María Company;
María Cecilia Espíndola",2020,,IEEE Xplore
,"Yosra Kazemi;
Sheridan Houghten",2018,,IEEE Xplore
,"O.M. Lubeck;
M.L. Simmons;
H.J. Wasserman",1992,,IEEE Xplore
,"Ralf C. Staudemeyer;
Henrich C. Pöhls;
Marcin Wójcik",2018,,IEEE Xplore
,"C. Landauer;
K.L. Bellman",1999,,IEEE Xplore
,"Mary Qu Yang;
Shucheng Yu;
Carolina Cruz-Neira;
William Yang;
M. Eduard Tudoreanu;
Dan Li;
Yifan Zhang;
Qingfang He;
Renchu Guan;
Richard Y. Wang;
Wenbing Zhao",2017,,IEEE Xplore
,"Abdel-Hameed A. Badawy;
Mohammad Ibrahim;
Spencer Benson",2016,,IEEE Xplore
,"Jordan Veldkamp;
Maxwell Fuller;
Harrison Segero;
Lucas Pritchett;
Mohammed Mahmoud",2023,,IEEE Xplore
,"Heithem Abbes;
Roberto Barbera;
Mohamed Jemni;
Sadok Mazigh",2008,,IEEE Xplore
,"Arlene John;
Koushik Kumar Nundy;
Barry Cardiff;
Deepu John",2021,,IEEE Xplore
,"B.W. Wah;
T.S. Huang;
A.K. Joshi;
D. Moldovan;
J. Aloimonos;
R.K. Bajcsy;
D. Ballard;
D. DeGroot;
K. DeJong;
C.R. Dyer;
S.E. Fahlman;
R. Grishman;
L. Hirschman;
R.E. Korf;
S.E. Levinson;
D.P. Miranker;
N.H. Morgan;
S. Nirenburg;
T. Poggio;
E.M. Riseman;
C. Stanfill;
S.J. Stolfo;
S.L. Tanimoto;
C. Weems",1993,,IEEE Xplore
,"Xian Tan;
Minghang Zou;
Di Wu;
Jingbo Zhang;
Pingping Sun;
Zhiqiang Ma",2021,,IEEE Xplore
,Zhongzhi Shi,2006,,IEEE Xplore
,"Irfan Khan;
Xianchao Zhang;
Mobashar Rehman;
Rahman Ali",2020,,IEEE Xplore
,"Shaoting Zeng;
Yifei Cai;
Renshui Zhang;
Xin Lyu",2024,,IEEE Xplore
,"Fernando Wanderley;
Ananya Misra;
VB Singh",2019,,IEEE Xplore
,"Jarmila Skrinarova;
Adam Dudáš",2022,,IEEE Xplore
,"Cristal L Pineda;
Aetesam Ali Khan Ashar;
Jiangjiang Liu",2024,,IEEE Xplore
,"Xiao-Ying Liu;
Yi-Ming Zhou;
Ruo-Shi Zheng",2007,,IEEE Xplore
,"Faisal Muhammad Shah;
Farsheed Haque;
Ragib Un Nur;
Shaeekh Al Jahan;
Zarar Mamud",2020,,IEEE Xplore
,"Isabela Bianchi;
Alexandre Lazaretti Zanatta;
Rafael Rieder",2020,,IEEE Xplore
,"S. Choudhury;
N. Chaki;
S. Pramanik;
S. Bhattacharya",2000,,IEEE Xplore
,"Rob Maaskant;
Andreas Rosen",2016,,IEEE Xplore
,"C.A. Canizares;
A. Bayas",1996,,IEEE Xplore
,"Azizi Ab Aziz;
Michel Ca Klein",2010,,IEEE Xplore
,"Xiaosong Yang;
J.J. Zhang",2006,,IEEE Xplore
,Bingyue Li,2022,,IEEE Xplore
,"Vandana Kannan;
Natalia Khuri",2018,,IEEE Xplore
,Hiroshi Yasuda,2010,,IEEE Xplore
,"D. Szabó;
L. Rácz;
G. Göcsei;
B. Németh",2021,,IEEE Xplore
,Deb Newberry,2011,,IEEE Xplore
,"Emily W. Medina;
LorRaine T. Duffy",2008,,IEEE Xplore
,"N. Nataraj;
N. Karthikeyani;
R.V. Nataraj",2020,,IEEE Xplore
,"Aparecido Fabiano Pinatti de Carvalho;
Junia Coutinho Anacleto;
Silvia Helena Zem-Mascarenhas",2009,,IEEE Xplore
,"Shu-Ping Gong;
Zhao-Ying Huang",2016,,IEEE Xplore
,"Liu QingSong;
Qian SuXiang",2009,,IEEE Xplore
,"Junayed Islam;
B. L. William Wong",2017,,IEEE Xplore
,"Slavomir Vukmirović;
Lucija Crljenko Perković;
Dejan Kovač",2012,,IEEE Xplore
,"Chenkai Zhu;
Wen Gu;
Koichi Ota;
Shinobu Hasegawa",2023,,IEEE Xplore
,Min Yu,2023,,IEEE Xplore
,"Salaheddine Hamadi;
Khalil Blaiech;
Omar Cherkaoui",2015,,IEEE Xplore
,Shanshan He,2018,,IEEE Xplore
,"Guozhong Cao;
Haixia Guo;
Runhua Tan",2006,,IEEE Xplore
,"John Thomas Bacher;
Chris Martens",2021,,IEEE Xplore
,"Alessandro Ferrero;
John L. Schmalzel",2006,,IEEE Xplore
,"Wang Zhe;
Gu Peiliang",1996,,IEEE Xplore
,"A. Muratovic;
A. Tanovic",2024,,IEEE Xplore
,"Kleio Avrithi;
Dionyssia Clagett",2024,,IEEE Xplore
,"Jong-Hwan Lee;
JungHoe Kim",2011,,IEEE Xplore
,"L. N. Pattanaik;
Rajeev Agrawal;
Lakshmi Kumari",2016,,IEEE Xplore
,J. B. Ward,1956,,IEEE Xplore
,"Tiancheng Zhang;
Shiquan He",2019,,IEEE Xplore
,Hongling Liu,2019,,IEEE Xplore
,"Gurudatt Kulkarni;
Sandhya Mandhare;
Dipali Bendale;
Shrikant Belsare;
Niraj Patil",2012,,IEEE Xplore
,"Lixin Gao;
Hua Bai;
Yajun Lu",2002,,IEEE Xplore
,"Le Na;
Hu Danping",2010,,IEEE Xplore
,Blake Hurt,2007,,IEEE Xplore
,Adrian Gambier,2011,,IEEE Xplore
,Kenneth D. Forbus,2019,,IEEE Xplore
,"Moniek Smink;
Haotian Liu;
Dörte Döpfer;
Yong Jae Lee",2024,,IEEE Xplore
,"C. Ma;
Y. Yang",2005,,IEEE Xplore
,"André Jalobeanu;
Gil Gonçalves",2015,,IEEE Xplore
,"M.J. Killingsworth;
M.E. Rosenberg",1995,,IEEE Xplore
,"Sophia Corvaia;
Arianna Pipitone;
Angelo Cangelosi;
Antonio Chella",2023,,IEEE Xplore
,"Abdallah Moubayed;
MohammadNoor Injadat;
Mohammad Kanan",2024,,IEEE Xplore
,"Ján Hrabovský;
Rudolf Andoga;
Ladislav Főző;
Jozef Judičák",2015,,IEEE Xplore
,"Vijay Sonawane;
Snehal Birari;
Kajal Garud;
Poonam Jagtap",2015,,IEEE Xplore
,"Chidubem Andrew Umenyiora;
R. L. Druce;
Randy D. Curry;
Peter Norgard;
T. McKee;
J. J. Bowders;
D. A. Bryan",2012,,IEEE Xplore
,E.D. Dahl,1990,,IEEE Xplore
,"Andrea Stratta;
Davide Gottardo;
Mauro Di Nardo;
Jordi Espina;
Liliana de Lillo;
Lee Empringham;
Mark C. Johnson",2022,,IEEE Xplore
,"Tomohiro Ishigami;
Teijiro Isokawa;
Naotake Kamiura;
Hiroki Masumoto;
Hitoshi Tabuchi",2021,,IEEE Xplore
,Peter H. F. Ng,2017,,IEEE Xplore
,"Clemente Izurieta;
Geoffrey Poole;
Robert A. Payn;
Isaac Griffith;
Ryan Nix;
Ashley Helton;
Emily Bernhardt;
Amy J. Burgin",2012,,IEEE Xplore
,"R.W. Picard;
E. Vyzas;
J. Healey",2001,,IEEE Xplore
,"David J. Mendonca;
William Al Wallace",2007,,IEEE Xplore
,"Y. Dote;
S.J. Ovaska",2001,,IEEE Xplore
,"S. Chanas;
D. Dubois;
P. Zielinski",2002,,IEEE Xplore
,"Somanchi Hari Krishna;
Ravikiran Madala;
P. Ramya;
A. Sabarirajan;
Dinesh Dobhal;
SheetalD. Sapate",2023,,IEEE Xplore
,"Bushra Zaheer Abbasi;
Munam Ali Shah",2017,,IEEE Xplore
,"Wei Pan;
Yaniv Altshuler;
Alex Pentland",2012,,IEEE Xplore
,"Abhijit Dasa;
Umapada Palb;
Miguel A. Ferrerc;
Michael Blumensteina",2015,,IEEE Xplore
,"Daswin De Silva;
Nishan Mills;
Mona El-Ayoubi;
Milos Manic;
Damminda Alahakoon",2023,,IEEE Xplore
,"N.A.M. Maiden;
A.G. Sutcliffe",1994,,IEEE Xplore
,"Yuri Demchenko;
Emanuel Gruengard;
Sander Klous",2014,,IEEE Xplore
,Barry G. Silverman,1985,,IEEE Xplore
,"Samuli Laato;
Benedikt Morschheuser;
Juho Hamari;
Jari Björne",2023,,IEEE Xplore
,"Viriato M. Marques;
Cecília Reis;
J. A. Tenreiro Machado",2010,,IEEE Xplore
,"César Villacís;
Walter Fuertes;
Andrés Bustamante;
Daniel Almachi;
Carlos Procel;
Susana Fuertes;
Theofilos Toulkeridis",2014,,IEEE Xplore
,"Yang Shi;
Pei Liu;
Siji Chen;
Mengdi Sun;
Nan Cao",2023,,IEEE Xplore
,"J. Douglass Klein;
Robert Balmer",2007,,IEEE Xplore
,"A. Prihozhy;
M. Mattavelli;
D. Mlynek",2005,,IEEE Xplore
,W. Hamalainen,2004,,IEEE Xplore
,"Vineeth Veetil;
Yung-Hsu Chang;
Dennis Sylvester;
David Blaauw",2010,,IEEE Xplore
,"Andrei Mantesso Coimbra;
Julio Cesar Stacchini de Souza;
Milton Brown Do Coutto Filho;
Andre Abel Augusto",2021,,IEEE Xplore
,Camilo Miguel Signorelli,2018,,IEEE Xplore
,"Yifan Zhang;
Dave Towey;
Matthew Pike",2023,,IEEE Xplore
,"Ashur Rafiev;
Alexei Iliasov;
Alexandre Romanovsky;
Andrey Mokhov;
Fei Xia;
Alex Yakovlev",2014,,IEEE Xplore
,Yingxu Wang,2022,,IEEE Xplore
,"Feng Wang;
Yuan Xie;
Hai Ju",2007,,IEEE Xplore
,"Lahiru Welagedara;
Janani Harischandra;
Nuwan Jayawardene",2021,,IEEE Xplore
,"Rolando Chacón;
M. Rosa Estela",2021,,IEEE Xplore
,D.B. Fogel,2000,,IEEE Xplore
,"Junnan Liu;
Xing Zhai;
Aiqing Han;
Shuang Ding;
Min Wang;
Peng Yin",2018,,IEEE Xplore
,"I. Hirsch;
W. Milwitt;
W. J. Oakes;
R. A. Pelton",1958,,IEEE Xplore
,"Robert Mertens;
Po-Sen Huang;
Luke Gottlieb;
Gerald Friedland;
Ajay Divakaran",2011,,IEEE Xplore
,C. Matthiessen,1995,,IEEE Xplore
,"Mario Casillo;
Francesco Colace;
Massimo De Santo;
Angelo Lorusso;
Rosalba Mosca;
Domenico Santaniello",2021,,IEEE Xplore
,James M. Lufkin,1965,,IEEE Xplore
,"Joaquim Macedo;
Margarida Pinho-Lopes",2018,,IEEE Xplore
,"Ksenia Tatarchenko;
Anya Yermakova;
Liesbeth De Mol",2021,,IEEE Xplore
,"Andrea-Mariana Budeanu;
Daniel Rosner",2021,,IEEE Xplore
,"Karnam Akhil;
Suraj Sanganbhatla;
Bhavana Boddapati",2023,,IEEE Xplore
,"Qinglong Zhan;
Mengjia Yang",2017,,IEEE Xplore
,Mónica López-González,2017,,IEEE Xplore
,"Wael A. Farag;
Muhammad Nadeem;
Magedy Helal",2024,,IEEE Xplore
,"John Impagliazzo;
Andrew D. McGettrick",2007,,IEEE Xplore
,"Lakshmi Dhandabani;
Rajeev Sukumaran",2015,,IEEE Xplore
,Said Mikki,2022,,IEEE Xplore
,Lipson,1980,,IEEE Xplore
,"Shilpa Rana;
Ankita Choudhary;
K.J. Mathai",2016,,IEEE Xplore
,"Teresa Dieguez;
Paula Loureiro;
Isabel Ferreira",2024,,IEEE Xplore
,"Charles Traue;
Jonathan Lipkin",2000,,IEEE Xplore
,"Prem Kumar;
Shruti Tiwari",2024,,IEEE Xplore
,"Aisha Abdullah Alswailem;
Zainab AlMeraj",2024,,IEEE Xplore
,"Ashik Vaskor Mannan;
Md. Sazzad Islam",2023,,IEEE Xplore
,"Ryka C. Chopra;
Suparna Chakraborty",2023,,IEEE Xplore
,"Shuqing Zeng;
Yanhua Chen",2013,,IEEE Xplore
,L. J. Craig,1965,,IEEE Xplore
,"Nguyen Dang Duy Tan;
Tuong Phuoc Tho;
Nguyen Ngoc Nhan;
Le Pham Hoang Thuong",2024,,IEEE Xplore
,"Taylor R. Hayes;
Alexander A. Petrov",2016,,IEEE Xplore
,"Usama Azhar;
Ambreen Nazir",2024,,IEEE Xplore
,"G. Manoj;
N. Esanmurodova;
Aezeden Mohamed;
A. H. Alkkhayat;
Ananthi S;
D. Venkatesh",2023,,IEEE Xplore
,W. Gosling,1989,,IEEE Xplore
,"Qing Cai;
Minghao Liu",2022,,IEEE Xplore
,"Sandeep Singh;
Tiyas Sarkar;
Monika Mangla;
Manik Rakhra;
Amanpreet Singh;
Kapil Jairath",2024,,IEEE Xplore
,"Schott Pierre;
Lehmann Andrew",2024,,IEEE Xplore
,"Janusz A. Starzyk;
Pawel Raif;
Ah-Hwee Tan",2010,,IEEE Xplore
,"Xiaowei Chen;
Zainuddin Ibrahim",2023,,IEEE Xplore
,"E. Ben George;
R. Senthilkumar;
Fatma Al-Junaibi;
Zakariya Al-Shuaibi",2024,,IEEE Xplore
,"G. D. W. M. Ariyarathna;
R. A. C. P. Rajapakse",2024,,IEEE Xplore
,"C Nidhisree;
Ananya Paul;
Anaswara Venunadh;
Rajat Subhra Bhowmick",2024,,IEEE Xplore
,"Milandeep Kour Bali;
Abbas Mehdi;
Hariharan",2024,,IEEE Xplore
,V. Bahl,2009,,IEEE Xplore
,"Naomi Imasato;
Kazuki Miyazawa;
Caitlin Duncan;
Takayuki Nagai",2023,,IEEE Xplore
,"Shayan Dadman;
Bernt Arild Bremdal;
Børre Bang;
Rune Dalmo",2022,,IEEE Xplore
,"Wei Li;
Zhongnan Wei;
Yumin Chen;
Chao Tang;
Yuping Song",2020,,IEEE Xplore
,"Seunghun Lee;
Jihoon Lee;
Chan Ho Bae;
Myung-Seok Choi;
Ryong Lee;
Sangtae Ahn",2024,,IEEE Xplore
,"Thi-Dung Tran;
Ngoc-Huynh Ho;
Sudarshan Pant;
Hyung-Jeong Yang;
Soo-Hyung Kim;
Gueesang Lee",2023,,IEEE Xplore
,"Tomas Eglynas;
Dovydas Lizdenis;
Aistis Raudys;
Sergej Jakovlev;
Miroslav Voznak",2025,,IEEE Xplore
,"Manish Mehta;
Ashwin Ram",2009,,IEEE Xplore
,Sydney Mambwe Kasongo,2021,,IEEE Xplore
,"Antonio Bolufé-Röhler;
Stephen Chen;
Dania Tamayo-Vera",2019,,IEEE Xplore
,"Adedotun T. Ajibare;
Sunday O. Oladejo;
Stephen O. Ekwe;
Lateef A. Akinyemi;
Daniel Ramotsoela",2023,,IEEE Xplore
,"Udo Kannengiesser;
John S. Gero",2012,,IEEE Xplore
,"Ayodele H. Ifijeh;
Emmanuel Adetiba;
Adeyinka Adewale;
Surrendra Thakur;
Sibusiso Moyo;
Dare O. Emmanuel;
Udeme C. Ukpong",2023,,IEEE Xplore
,"Tzu-Ching Hung;
Jingjing Tang;
Kit Armstrong;
Yi-Cheng Lin;
Yi-Wen Liu",2024,,IEEE Xplore
,"Damola Gideon Akinola;
Emmanuel Adetiba;
Abdultaofeek Abayomi;
Uche Nnaji;
Surendra Thakur;
Sibusiso Moyo",2024,,IEEE Xplore
,"Margherita Maria Sacco;
Alberto Parola",2024,,IEEE Xplore
,"Masahito Takahashi;
Hiroki Matsumoto",2011,,IEEE Xplore
,"Munef Abdullah Ahmed;
Stefan Trausan-Matu",2017,,IEEE Xplore
,Javed S. Gaggatur,2023,,IEEE Xplore
,"Yong Wang;
Rong Zhu",2022,,IEEE Xplore
,Ivan Bekhta,2023,,IEEE Xplore
,"Georgy A. Kryzhanovsky;
Gennady A. Kostin;
Ivan N. Shestakov;
Vladimir A. Samoilov",2022,,IEEE Xplore
,Kyriakos G. Vamvoudakis,2023,,IEEE Xplore
,"Ugochi Acholonu;
Jessa Dickinson;
Leslie Smith;
Dominic Amato;
Nichole Pinkard",2016,,IEEE Xplore
,"Pradeep Kumar Tiwari;
Rishi Gupta;
Rohit Kumar Gupta",2019,,IEEE Xplore
,"Christopher Landauer;
Kirstie L. Bellman;
Phyllis R. Nelson",2013,,IEEE Xplore
,"Francisco Ibarrola;
Tomas Lawton;
Kazjon Grace",2024,,IEEE Xplore
,"Li Tang;
Marialena Nikolopoulou;
Fu-yun Zhao;
Nan Zhang",2011,,IEEE Xplore
,"Zhicheng Liu;
John Stasko",2010,,IEEE Xplore
,"Michael Gygli;
Yale Song;
Liangliang Cao",2016,,IEEE Xplore
,"N. Kock;
J. Nosek",2005,,IEEE Xplore
,"Mahdi Ghafoorian;
Dariush Abbasinezhad-Mood;
Hassan Shakeri",2019,,IEEE Xplore
,"Monique Bezuidenhout;
Francois Mouton;
H. S. Venter",2010,,IEEE Xplore
,"A.A. Rizzi;
J. Gowdy;
R.L. Hollis",1997,,IEEE Xplore
,"Rong Lai;
Xiaoyu Qiu;
Jiajing Wu",2019,,IEEE Xplore
,"Kasper Green Larsen;
Jelani Nelson;
Huy L. Nguyen;
Mikkel Thorup",2016,,IEEE Xplore
,"Risto Miikkulainen;
Olivier Francon;
Elliot Meyerson;
Xin Qiu;
Darren Sargent;
Elisa Canzani;
Babak Hodjat",2021,,IEEE Xplore
,"Hanqing Wang;
Wei Liang;
Jianbing Shen;
Luc Van Gool;
Wenguan Wang",2022,,IEEE Xplore
,"Jose J. Padilla;
Christopher J. Lynch;
Saikou Y. Diallo;
Ross J. Gore;
Anthony Barraco;
Hamdi Kavak;
Bakari Jenkins",2016,,IEEE Xplore
,"Cynthia Zastudil;
Magdalena Rogalska;
Christine Kapp;
Jennifer Vaughn;
Stephen MacNeil",2023,,IEEE Xplore
,"Vladimir Uskov;
Jeffrey P. Bakken;
Lavanya Aluri;
Rama Rachakonda;
Narmada Rayala;
Maria Uskova",2018,,IEEE Xplore
,"Sabrina De Capitani di Vimercati;
Sara Foresti;
Giovanni Livraga;
Vincenzo Piuri;
Pierangela Samarati",2019,,IEEE Xplore
,"Arjun Chaudhuri;
Ching-Yuan Chen;
Jonti Talukdar;
Siddarth Madala;
Abhishek Kumar Dubey;
Krishnendu Chakrabarty",2021,,IEEE Xplore
,"Neil Abcouwer;
Shreyansh Daftry;
Tyler del Sesto;
Olivier Toupet;
Masahiro Ono;
Siddarth Venkatraman;
Ravi Lanka;
Jialin Song;
Yisong Yue",2021,,IEEE Xplore
,J. Lansdown,1978,,IEEE Xplore
,"Farsheed Haque;
Ragib Un Nur;
Shaeekh Al Jahan;
Zarar Mahmud;
Faisal Muhammad Shah",2020,,IEEE Xplore
,"Stephen Frezza;
Tony Clear;
Alison Clear",2020,,IEEE Xplore
,"I.Y. Bucher;
D.A. Calahan",1992,,IEEE Xplore
,A. Walenstein,2002,,IEEE Xplore
,Matias Valdenegro-Toro,2019,,IEEE Xplore
,"Jinbin Huang;
Aditi Mishra;
Bum Chul Kwon;
Chris Bryan",2023,,IEEE Xplore
,"R. Nagarajan;
Xia Chen;
R.G. McDonald;
D. Burger;
S.W. Keckler",2006,,IEEE Xplore
,Jose Manuel Redondo,2019,,IEEE Xplore
,"C. Garner;
M. Jin;
X. Gu;
H. Qin",2005,,IEEE Xplore
,"Tong Wu;
Guandao Yang;
Zhibing Li;
Kai Zhang;
Ziwei Liu;
Leonidas Guibas;
Dahua Lin;
Gordon Wetzstein",2024,,IEEE Xplore
,"Amika M. Singh;
Munindar P. Singh",2023,,IEEE Xplore
,"Katsunori Oyama;
Hojun Jaygarl;
Jinchun Xia;
Carl K. Chang;
Atsushi Takeuchi;
Hiroshi Fujimoto",2008,,IEEE Xplore
,Yen-Chu Hung,2008,,IEEE Xplore
,"Ryan D. Friese;
Nathan R. Tallent;
Abhinav Vishnu;
Darren J. Kerbyson;
Adolfy Hoisie",2017,,IEEE Xplore
,"T. Nadana Ravishankar;
ATA. Kishore Kumar;
J. Venkatesh;
M.Ramkumar Prabhu;
V. Sharmila Bhargavi;
MuthamilSelvan.S",2023,,IEEE Xplore
,"Jia-Hong Huang;
Ting-Wei Wu;
C.-H. Huck Yang;
Zenglin Shi;
I-Hung Lin;
Jesper Tegner;
Marcel Worring",2022,,IEEE Xplore
,"Robert M. Saltzman;
Theresa M. Roeder",2013,,IEEE Xplore
,"Lei Wang;
YuXing Tang;
Yu Deng;
Fangyan Qin;
Qiang Dou;
Guangda Zhang;
Feipeng Zhang",2015,,IEEE Xplore
,"Patricia Garcia;
Melissa Perez;
Devon Farrell;
Sarah Bork;
Barbara Ericson;
Joi-Lynn Mondisa",2021,,IEEE Xplore
,"Zahra Hassanzadeh;
Robert Biddle;
Sky Marsen",2021,,IEEE Xplore
,"Samuel Luckenbill;
Ju-Yueh Lee;
Yu Hu;
Rupak Majumdar;
Lei He",2010,,IEEE Xplore
,"Zikang Wang;
Linjing Li;
Daniel Dajun Zeng",2022,,IEEE Xplore
,"Yutong Wang;
Xiaowei Xue;
Xiaogang Jin;
Zhigang Deng",2017,,IEEE Xplore
,"Tom Horak;
Norine Coenen;
Niklas Metzger;
Christopher Hahn;
Tamara Flemisch;
Julián Méndez;
Dennis Dimov;
Bernd Finkbeiner;
Raimund Dachselt",2022,,IEEE Xplore
,"F. Wieland;
T. Som;
P. Reiher;
J. Wedel;
D. Jefferson",1992,,IEEE Xplore
,"Debatri Chatterjee;
Rajat Das;
Aniruddha Sinha;
Shreyasi Datta",2015,,IEEE Xplore
,"Paul Fishwick;
Sally Brailsford;
Simon J. E. Taylor;
Andreas Tolk;
Adelinde Uhrmacher",2014,,IEEE Xplore
,Jean-Marc Gratien,2013,,IEEE Xplore
,"Martin Cápay;
Ján Skalka;
Martin Drlík",2017,,IEEE Xplore
,"Otávio Lube Dos Santos;
Davidson Cury",2023,,IEEE Xplore
,"P. L. Simmons;
R. F. Simmons",1961,,IEEE Xplore
,Gregory L. Roth,2007,,IEEE Xplore
,"Adrian Groza;
Irina Dragoste;
Iulia Sincai;
Ioana Jimborean;
Vasile Moraru",2014,,IEEE Xplore
,"Ujjwal Rawat;
Surender Singh",2022,,IEEE Xplore
,"Hugh McManus;
Eric Rebentisch",2008,,IEEE Xplore
,"Mir Mehedi A. Pritom;
Chuqin Li;
Bill Chu;
Xi Niu",2017,,IEEE Xplore
,"Ibrahim Lahmer;
Ning Zhang",2016,,IEEE Xplore
,"Jihyun Hwang;
Hyungsung Park;
Jiseon Cha;
Bokjin Shin",2008,,IEEE Xplore
,"Armin Kashefi;
Faris Alwzinani;
David Bell",2018,,IEEE Xplore
,"Jeong Yang;
Young Rae Kim;
Brandon Earwood",2022,,IEEE Xplore
,"Hareesh Ravi;
Kushal Kafle;
Scott Cohen;
Jonathan Brandt;
Mubbasir Kapadia",2021,,IEEE Xplore
,Nabil M. Salih M. Kadhim,2018,,IEEE Xplore
,Jolita Ralyté,2012,,IEEE Xplore
,"Donglei Zhang;
Yu Pan;
Zhongzhi Shi",2009,,IEEE Xplore
,"Vladimir Hahanov;
Svetlana Chumachenko;
Eugenia Litvinova;
Abdullayev Vugar Hacimahmud;
Anastasia Hahanova;
Tetiana Soklakova",2018,,IEEE Xplore
,"Kyriakos G. Vamvoudakis;
Aris Kanellopoulos",2019,,IEEE Xplore
,Yuen-Yan Chan,2007,,IEEE Xplore
,"Remo Lemma;
Michele Lanza;
Andrea Mocci",2015,,IEEE Xplore
,"Lingjia Tang;
Paul F. Reynolds",2007,,IEEE Xplore
,"Nugroho J. Setiadi;
Idris Gautama So;
Suprayitno",2013,,IEEE Xplore
,"C.S. Morris;
R.W. Tarr",2002,,IEEE Xplore
,"J.G. Weir;
A.E. Samuel",1994,,IEEE Xplore
,"Prannay Kaul;
Zhizhong Li;
Hao Yang;
Yonatan Dukler;
Ashwin Swaminathan;
C. J. Taylor;
Stefano Soatto",2024,,IEEE Xplore
,Peter P. Groumpos,2018,,IEEE Xplore
,"Marius Pol;
Ada Diaconescu",2021,,IEEE Xplore
,"K.J. Trimmer;
J.E. Blanton;
T. Schambach",1998,,IEEE Xplore
,"Wei Xu;
Zhi-yi Shen",2021,,IEEE Xplore
,"Sorina-Silvia Cîrcu;
Bruno Yun;
Abderrahmane Kheddar;
Chu-Yin Chen;
Madalina Croitoru",2023,,IEEE Xplore
,"Zhang Liu;
Gui Xu;
Shang Wang",2024,,IEEE Xplore
,"Ahmed Laouar;
Sihem Belabbes;
Salem Benferhat",2024,,IEEE Xplore
,"Kranti S. Kamble;
Joydeep Sengupta",2023,,IEEE Xplore
,"Jia-Ling Lin;
Andy S. Peng",2013,,IEEE Xplore
,"Ravi Santosh Arvapally;
Xiaoqing Liu",2013,,IEEE Xplore
,"Maria Alabdulrahman;
Renad Khayyat;
Kawthar Almowallad;
Zahra Alharz",2024,,IEEE Xplore
,"Yi-Jheng Huang;
Wen-Chieh Lin;
Suiang-Shyan Lee;
Xun-Yi Huang",2020,,IEEE Xplore
,"Tanvi Anand;
Rekha Pal;
Sanjay Kumar Dubey",2015,,IEEE Xplore
,"Zikang Wang;
Linjing Li;
Jinlin Li;
Pengfei Zhao;
Daniel Zeng",2023,,IEEE Xplore
,"Daniela C. C. Peixoto;
Rodolfo F. Resende;
Clarindo Isaías P. S. Pádua",2015,,IEEE Xplore
,"Habiba Akter;
Waqas Ahmed;
Ilham Sentosa;
Sheikh Muhamad Hizam;
Farah Hida Sharin;
Ibrahim Mina",2023,,IEEE Xplore
,"Alex Ivanov;
Christoph Schneider",2010,,IEEE Xplore
,"Antuela A. Tako;
Kathy Kotiadis",2012,,IEEE Xplore
,"Simone C. Dos Santos;
Anderson César Carvalho;
Gabriel Leite;
Luan Brito;
Aline Gouveia",2022,,IEEE Xplore
,Liz Falconer,2016,,IEEE Xplore
,"Venky Shankararaman;
Swapna Gottipati;
Alan Megargel",2018,,IEEE Xplore
,"Zoi Karageorgiou;
Eirini Mavrommati;
Panagiotis Fotaris;
Eleni Christopoulou",2020,,IEEE Xplore
,"Guangyu Zou;
Levent Yilmaz",2016,,IEEE Xplore
,"S. Purao;
A. Bush;
M. Rossi",2001,,IEEE Xplore
,"Qing Yang;
Tao Yang",1995,,IEEE Xplore
,"Soo Ling Lim;
Peter J. Bentley;
Fuyuki Ishikawa",2024,,IEEE Xplore
,"Chau Kien Tsong;
Zarina Samsudin;
Wan Ahmad Jaafar Wan Yahaya",2017,,IEEE Xplore
,"V.V. Kryssanov;
H. Tamaki;
S. Kitamura",1999,,IEEE Xplore
,"Md Rafiqul Islam;
Md. Kowsar Hossain Sakib;
Shanjita Akter Prome;
Xianzhi Wang;
Anwaar Ulhaq;
Cesar Sanin;
David Asirvatham",2023,,IEEE Xplore
,"Siming Lin;
Xueqi Cheng;
Jianming Lv",2008,,IEEE Xplore
,"Komala C R;
Krishan Kumar Bhushan;
Prasanna Hridaynadan Anthony;
Hussainkhan A Jahagirdar;
Apurva Mahadore;
Syed Mustafa",2023,,IEEE Xplore
,Nozar Tabrizi,2016,,IEEE Xplore
,"Walter A. Sedelow;
Sally Yeates Sedelow",1993,,IEEE Xplore
,"Stephen T. Frezza;
Alison Clear;
Abhijat M. Vichare",2018,,IEEE Xplore
